1.44 -2.63939e-06 3.66357e-05 -5.30023e-06 5.04638e-05 -0.997134 0.144384 -0.143307 -0.98207 -0.610627 5.32433 -0.422141 -0.0497567 34.7491 0.0426238 -0.00118737 0.0295994 
1.455 -2.71965e-06 3.73965e-05 -5.40127e-06 5.09654e-05 -0.999174 0.129637 -0.128668 -0.984078 -0.616959 5.32358 -0.422081 -0.0502755 34.7491 0.0430678 -0.00119981 0.0295994 
1.47 -2.80142e-06 3.81647e-05 -5.50298e-06 5.14661e-05 -1.00099 0.114862 -0.114001 -0.98587 -0.62329 5.32282 -0.422021 -0.0507943 34.7491 0.0435118 -0.00121224 0.0295994 
1.485 -2.88473e-06 3.89404e-05 -5.60536e-06 5.19662e-05 -1.00259 0.100061 -0.0993099 -0.987445 -0.62962 5.32205 -0.42196 -0.051313 34.7491 0.0439557 -0.00122467 0.0295994 
1.5 -2.96959e-06 3.97237e-05 -5.70839e-06 5.24656e-05 -1.00397 0.0852382 -0.0845975 -0.988803 -0.635949 5.32128 -0.421898 -0.0518316 34.7491 0.0443997 -0.00123711 0.0295994 
1.515 -3.05599e-06 4.05144e-05 -5.81206e-06 5.29642e-05 -1.00513 0.0703968 -0.0698669 -0.989943 -0.642277 5.3205 -0.421836 -0.0523502 34.7491 0.0448437 -0.00124954 0.0295994 
1.53 -3.14395e-06 4.13126e-05 -5.91637e-06 5.34622e-05 -1.00607 0.0555399 -0.0551213 -0.990865 -0.648604 5.31971 -0.421773 -0.0528687 34.749 0.0452877 -0.00126197 0.0295993 
1.545 -3.23348e-06 4.21183e-05 -6.02131e-06 5.39594e-05 -1.00679 0.0406708 -0.0403639 -0.991569 -0.65493 5.31891 -0.42171 -0.0533871 34.749 0.0457317 -0.00127441 0.0295993 
1.56 -3.32459e-06 4.29314e-05 -6.12686e-06 5.44558e-05 -1.00728 0.0257928 -0.0255978 -0.992055 -0.661255 5.31811 -0.421645 -0.0539054 34.749 0.0461757 -0.00128684 0.0295993 
1.575 -3.41728e-06 4.3752e-05 -6.23302e-06 5.49516e-05 -1.00755 0.0109092 -0.0108263 -0.992323 -0.667579 5.31729 -0.421581 -0.0544237 34.749 0.0466197 -0.00129927 0.0295993 
1.59 -3.51158e-06 4.45799e-05 -6.33977e-06 5.54466e-05 -1.00761 -0.00397685 0.00394759 -0.992373 -0.673902 5.31647 -0.421515 -0.0549419 34.749 0.0470637 -0.00131171 0.0295993 
1.605 -3.60748e-06 4.54154e-05 -6.44711e-06 5.59409e-05 -1.00744 -0.018862 0.0187206 -0.992204 -0.680225 5.31565 -0.421449 -0.05546 34.7489 0.0475077 -0.00132414 0.0295993 
1.62 -3.70499e-06 4.62582e-05 -6.55502e-06 5.64345e-05 -1.00704 -0.033743 0.0334895 -0.991817 -0.686546 5.31481 -0.421383 -0.0559781 34.7489 0.0479517 -0.00133657 0.0295993 
1.635 -3.80413e-06 4.71084e-05 -6.66351e-06 5.69274e-05 -1.00643 -0.0486165 0.0482512 -0.991212 -0.692866 5.31397 -0.421315 -0.0564961 34.7489 0.0483956 -0.00134901 0.0295992 
1.65 -3.9049e-06 4.7966e-05 -6.77255e-06 5.74195e-05 -1.0056 -0.0634793 0.0630025 -0.990389 -0.699185 5.31311 -0.421248 -0.057014 34.7489 0.0488396 -0.00136144 0.0295992 
